	EPO	GATA3
2085	SET	XRCC6
2086	SET	CD47
2087	SET	IRF1
2088	SET	JUNB
2089	SET	PLOD2
2090	SET	FOS
2091	SET	MYC
2092	SET	TERF2
2093	SET	CDK5
2094	SET	CALM1
2095	SET	NR3C1
2096	SET	VHL
2097	SET	CSNK2A1
2098	SET	TRAF6
2099	SET	CDKN1A
2100	SET	USP46
2101	SET	NME1
2102	SET	EP300
2103	SET	CDH1
2104	SET	TP53
2105	SET	TERF1
2106	FLT4	PTK2
2107	FLT4	HSP90AA1
2108	FLT4	SHC1
2109	FLT4	SRC
2110	FLT4	KDR
2111	FLT4	GRB2
2112	FLT4	ITGA5
2113	FLT4	LGALS3
2114	FLT4	ITGB1
2115	SFPQ	POT1
2116	SFPQ	NR3C1
2117	SFPQ	PPARGC1A
2118	SFPQ	SRSF1
2119	SFPQ	SP1
2120	SFPQ	CDK2
2121	SFPQ	VCAM1
2122	SFPQ	VTN
2123	SFPQ	PTBP1
2124	SFPQ	MAPK1
2125	SFPQ	TSC1
2126	SFPQ	NFKB2
2127	SFPQ	PRKDC
2128	SFPQ	MAPK13
2129	SFPQ	AHSA1
2130	SFPQ	CSNK2A1
2131	SFPQ	FN1
2132	SFPQ	STAT6
2133	SFPQ	HDAC1
2134	SFPQ	ARRB2
2135	SFPQ	TSG101
2136	SFPQ	RAC1
2137	SFPQ	SART1
2138	SFPQ	SF3B1
2139	SFPQ	HNRNPA1
2140	SFPQ	COPS5
2141	SFPQ	PPM1D
2142	SFPQ	WWOX
2143	SFPQ	PARK7
2144	SFPQ	PIK3R2
2145	SFPQ	CAPRIN1
2146	SFPQ	SRC
2147	SFPQ	RELA
2148	SFPQ	APEX1
2149	SFPQ	AR
2150	SFPQ	PIN1
2151	SFPQ	NFKB1
2152	SFPQ	TBK1
2153	SFRP1	WNT2
2154	SFRP2	FN1
2155	SFRP2	PAX2
2156	SFRP2	ITGA5
2157	MED30	MED12
2158	MED30	FBXW7
2159	MED30	MTA2
2160	OGT	HSP90AA1
2161	OGT	GSK3B
2162	OGT	SMURF1
2163	OGT	RELA
2164	OGT	GIPC1
2165	OGT	SUMO1
2166	OGT	WWOX
2167	OGT	SP1
2168	OGT	APC
2169	OGT	NUP62
2170	OGT	AGFG1
2171	OGT	CSNK2A1
2172	OGT	CD40
2173	OGT	CDK2
2174	OGT	HSPA4
2175	OGT	HSPA5
2176	OGT	HDAC1
2177	SRSF1	PRPF31
2178	SRSF1	BRCA1
2179	SRSF1	HNRNPK
2180	SRSF1	PRKDC
2181	SRSF1	VTN
2182	SRSF1	CAND1
2183	SRSF1	HSPD1
2184	SRSF1	XPO1
2185	SRSF1	GNAI2
2186	SRSF1	PSIP1
2187	SRSF1	HNRNPA1
2188	SRSF1	SMURF1
2189	SRSF1	NPM1
2190	SRSF1	PHGDH
2191	SRSF1	SART1
2192	SRSF1	PPM1D
2193	SRSF1	TP53
2194	SRSF1	RNF2
2195	SRSF1	FN1
2196	SRSF1	SF3B1
2197	SRSF1	CIRBP
2198	SRSF1	COPS5
2199	SRSF1	SRPK1
2200	ANG	TP53
2201	ANG	PTEN
2202	ANGPT1	TEK
2203	ANGPT1	ANGPT2
2204	ANGPT1	ITGA5
2205	ANGPT2	TEK
2206	ANGPT2	CDKN1A
2207	FN1	NCL
2208	FN1	CAND1
2209	FN1	HSPA5
2210	FN1	ATF2
2211	FN1	NPM1
2212	FN1	SMAD4
2213	FN1	DECR1
2214	FN1	PXN
2215	FN1	HIF1A
2216	FN1	STAT5A
2217	FN1	PLG
2218	FN1	CRP
2219	FN1	IGFBP5
2220	FN1	RCC1
2221	FN1	ANXA2
2222	FN1	SP1
2223	FN1	HSPD1
2224	FN1	CREB1
2225	FN1	MACF1
2226	FN1	TFAM
2227	FN1	HSP90AA1
2228	FN1	LMNA
2229	FN1	PRKDC
2230	FN1	IGF2BP1
2231	FN1	MSN
2232	FN1	PHGDH
2233	FN1	TGFB1
2234	FN1	CSNK2A1
2235	FN1	RAP2B
2236	FN1	THBS1
2237	FN1	PRDX3
2238	FN1	DLD
2239	FN1	FSCN1
2240	FN1	HNRNPK
2241	FN1	RAC1
2242	FN1	XRCC6
2243	FN1	ILK
2244	FN1	CD44
2245	FN1	RARA
2246	FN1	KPNA2
2247	FN1	MYC
2248	FN1	HGF
2249	FN1	COL4A3
2250	FN1	PRMT1
2251	FN1	JUN
2252	FN1	VIM
2253	FN1	AKR1C1
2254	FN1	G6PD
2255	FN1	HNRNPA1
2256	FN1	PKD1
2257	FN1	ITGA5
2258	FN1	ANXA1
2259	FN1	TGM2
2260	FN1	SRC
2261	FN1	GRB2
2262	FN1	EZR
2263	FN1	TNFRSF11B
2264	FN1	QKI
2265	FN1	GSN
2266	FN1	SF3B1
2267	FN1	PCBP2
2268	FN1	LGALS3
2269	FN1	ITGB1
2270	FN1	MYH9
2271	FN1	TFRC
2272	FN1	HSPB1
2273	FN1	CTSD
2274	FN1	GSTP1
2275	FN1	VASP
2276	FN1	LGALS1
2277	FN1	HSPA1A
2278	FN1	CLIC1
2279	FN1	PPIA
2280	FN1	XPO1
2281	FN1	CLTC
2282	FN1	PTBP1
2283	FN1	HMGB1
2284	FN1	NQO1
2285	FN1	DCN
2286	FN1	CIRBP
2287	FN1	CDK1
2288	FN1	HSPA9
2289	FN1	EGFR
2290	FN1	PRDX1
2291	FN1	ENO1
2292	FN1	PDGFA
2293	FN1	CDKN2A
2294	FN1	PRDX2
2295	FN1	HDAC1
2296	FN1	RAP1B
2297	FN1	YBX1
2298	FN1	HSPA1B
2299	FN1	COMT
2300	FN1	VHL
2301	FN1	VCL
2302	FN1	ITGAV
2303	EP400	FOS
2304	EP400	MYC
2305	EP400	TP53
2306	EP400	CTNNB1
2307	EP400	FBXW7
2308	EP400	HDAC1
2309	EP400	SMARCA4
2310	ATG7	SIRT1
2311	ATG7	EP300
2312	ATG7	SQSTM1
2313	ATG7	STAT1
2314	ATG7	CLN3
2315	ANXA1	TP53BP2
2316	ANXA1	YBX1
2317	ANXA1	KMT2B
2318	ANXA1	PRKCE
2319	ANXA1	PRKCZ
2320	ANXA1	ANXA6
2321	ANXA1	MAP1S
2322	ANXA1	TGM2
2323	ANXA1	PRKCA
2324	ANXA1	VCAM1
2325	ANXA1	VIM
2326	ANXA1	ATF2
2327	ANXA1	KIF11
2328	ANXA1	HSPD1
2329	ANXA1	ENO1
2330	ANXA1	GNAI2
2331	ANXA1	ANXA2
2332	ANXA1	HSPB1
2333	ANXA1	DHRS2
2334	ANXA1	HSP90AA1
2335	ANXA1	NCL
2336	ANXA1	TRPM7
2337	ANXA1	FAF1
2338	ANXA1	PPIA
2339	ANXA1	SRC
2340	ANXA1	EGFR
2341	ANXA1	RIPK1
2342	ANXA1	NPM1
2343	ANXA1	CDK2
2344	ANXA1	HNRNPA1
2345	ANXA1	WWOX
2346	ANXA1	RELA
2347	ANXA1	XRCC6
2348	ANXA2	MYH9
2349	ANXA2	GNAI2
2350	ANXA2	TRPV5
2351	ANXA2	SIRT6
2352	ANXA2	GRB2
2353	ANXA2	CDK2
2354	ANXA2	SHC1
2355	ANXA2	ARRB2
2356	ANXA2	DHRS2
2357	ANXA2	HSPD1
2358	ANXA2	SRC
2359	ANXA2	VHL
2360	ANXA2	PLG
2361	ANXA2	TP53
2362	ANXA2	MAP1S
2363	ANXA2	PCBP2
2364	ANXA2	PRDX2
2365	ANXA2	HSP90AA1
2366	ANXA2	YBX1
2367	ANXA2	VCAM1
2368	ANXA2	SP1
2369	ANXA2	MYC
2370	ANXA2	PRKCZ
2371	ANXA2	VIM
2372	ANXA2	POT1
2373	ANXA2	STAT6
2374	ANXA2	PTEN
2375	ANXA2	NPM1
2376	ANXA2	VCL
2377	ANXA2	ANXA6
2378	ANXA2	TERF1
2379	ANXA2	PRKCA
2380	ANXA2	EP300
2381	ANXA2	ENO1
2382	ANXA2	CDK7
2383	ANXA2	LGALS1
2384	ANXA2	HNF1A
2385	ANXA2	NCL
2386	ANXA2	TRAF6
2387	ANXA2	WWOX
2388	ANXA2	PRKCE
2389	ANXA2	HNRNPA1
2390	PPM1D	SF3B1
2391	PPM1D	DKK3
2392	PPM1D	NCL
2393	PPM1D	PRKDC
2394	FOS	PIN1
2395	FOS	HNF1A
2396	FOS	GLO1
2397	FOS	NCL
2398	FOS	RB1
2399	FOS	NCOA6
2400	FOS	FOSL2
2401	FOS	SUMO1
2402	FOS	AQP1
2403	FOS	MAPK3
2404	FOS	EDN1
2405	FOS	CSNK2A1
2406	FOS	MAPK8
2407	FOS	MAPK1
2408	FOS	RELA
2409	FOS	LMNA
2410	FOS	SIRT1
2411	FOS	EGFR
2412	FOS	IKBKB
2413	FOS	IL2
2414	FOS	ATF2
2415	FOS	JUND
2416	FOS	EP300
2417	FOS	JUNB
2418	FOS	CLU
2419	FOS	SMAD4
2420	FOS	STAT1
2421	FOS	MAPK14
2422	FOS	RUNX1
2423	FOS	JUN
2424	FOS	NQO1
2425	FOS	HSPA1A
2426	FOS	CXCL8
2427	FOS	SMAD3
2428	FOS	VDR
2429	FOS	COPS5
2430	FOS	SMAD2
2431	FOS	BMPR1A
2432	FOS	MAPK7
2433	FOS	MAPK13
2434	FOS	RNF20
2435	FOS	PML
2436	FOS	MAP3K7
2437	FOS	NFKB1
2438	FOS	MAPK9
2439	FOS	NR3C1
2440	FOS	ATF4
2441	FOSL2	BRCA1
2442	FOSL2	FBXO11
2443	FOSL2	ATF2
2444	FOSL2	JUN
2445	FOSL2	JUND
2446	FOSL2	JUNB
2447	FOSL2	TPT1
2448	FOSL2	EGR1
2449	FOSL2	EP300
2450	ANXA6	RASA1
2451	ANXA6	SNCA
2452	ANXA6	ENO1
2453	ANXA6	DHRS2
2454	ANXA6	NPM1
2455	ANXA6	NCL
2456	ANXA6	HSP90AA1
2457	ANXA6	MSH2
2458	ANXA6	HNRNPA1
2459	ANXA6	IDH1
2460	ANXA6	TPD52
2461	ANXA6	GNAI2
2462	ANXA6	PRKCA
2463	ANXA6	GRB2
2464	ANXA6	HSPD1
2465	ANXA6	CDC73
2466	ANXA6	YBX1
2467	ANXA6	NAMPT
2468	ANXA6	VIM
2469	APAF1	HSP90AA1
2470	APAF1	BCL2L1
2471	APAF1	CASP3
2472	APAF1	XIAP
2473	APAF1	NLRP1
2474	APAF1	HSPA1A
2475	APAF1	HSPA1B
2476	APAF1	HSPA4
2477	APAF1	TP53
2478	APAF1	CASP9
2479	APAF1	CASP8
2480	SPTLC1	MYC
2481	SPTLC1	KDSR
2482	SPTLC1	MAGED1
2483	SPTLC1	JAK3
2484	SPTLC1	EGFR
2485	SPTLC1	MED12
2486	SHC1	MAPK8
2487	SHC1	MAPK14
2488	SHC1	COPS5
2489	SHC1	MAPK1
2490	SHC1	STAT5A
2491	SHC1	IL2
2492	SHC1	EGFR
2493	SHC1	LGALS3
2494	SHC1	STAT5B
2495	SHC1	HSPA5
2496	SHC1	GAB2
2497	SHC1	GRB2
2498	SHC1	PIK3R1
2499	SHC1	INSR
2500	SHC1	XPO1
2501	SHC1	RASA1
2502	SHC1	SRC
2503	SHC1	PRDX1
2504	SHC1	PTK2
2505	SHC1	PIK3R2
2506	SHC1	DAG1
2507	SHC1	HIF1A
2508	SHC1	SP1
2509	SHC1	KDR
2510	SHC1	DDR1
2511	SHC1	NPM1
2512	SHC1	HSPA9
2513	SHC1	PRKCA
2514	SHC1	JAK2
2515	SHC1	PRKDC
2516	SHC1	PDGFRB
2517	SHC1	RET
2518	SHC1	EPHA2
2519	SHC1	GHR
2520	SHC1	HSPA1A
2521	SHC1	TEK
2522	SHC1	SYK
2523	SHC1	CLTC
2524	SHC1	MST1R
2525	SHC1	NGFR
2526	SHC1	HSPA1B
2527	SHC1	MYH9
2528	SHC1	MAPK9
2529	SHC1	HSP90AA1
2530	SHC1	IGF1R
2531	SHC1	ILK
2532	APC	BCL2L1
2533	APC	CSNK1E
2534	APC	STRN
2535	APC	LATS2
2536	APC	DKK3
2537	APC	GRB2
2538	APC	JUP
2539	APC	SENP1
2540	APC	CTNNA1
2541	APC	HNRNPA1
2542	APC	TFAP2A
2543	APC	XPO1
2544	APC	ATP1A1
2545	APC	MARK2
2546	APC	MACF1
2547	APC	HSPA5
2548	APC	NUP62
2549	APC	GSK3B
2550	APC	EPAS1
2551	APC	SAV1
2552	APC	HTRA2
2553	APC	TP53
2554	APC	COPS5
2555	APC	CIRBP
2556	APC	NFE2L2
2557	APC	CTNNB1
2558	APC	MAD2L1
2559	APC	DVL2
2560	APC	PTK2
2561	APC	NFKB1
2562	APC	PPP1R13B
2563	APC	AGFG1
2564	APC	CDK2
2565	APC	CSNK2A1
2566	EPB41L5	SMAD3
2567	EPB41L5	PARK7
2568	EPB41L5	SMAD2
2569	HIPK2	HDAC1
2570	HIPK2	EP300
2571	HIPK2	RUNX1
2572	HIPK2	TP73
2573	HIPK2	MAP3K7
2574	HIPK2	CREB1
2575	HIPK2	SMAD3
2576	HIPK2	FBXW7
2577	HIPK2	TP63
2578	HIPK2	MKNK1
2579	HIPK2	SENP1
2580	HIPK2	PTCH1
2581	HIPK2	SUMO1
2582	HIPK2	SMAD2
2583	HIPK2	PML
2584	HIPK2	TP53
2585	FBXW4	COPS5
2586	FBXW4	RCAN1
2587	APEX1	HNRNPK
2588	APEX1	YBX1
2589	APEX1	TP53
2590	APEX1	HSPA1B
2591	APEX1	CSNK2A1
2592	APEX1	XRCC6
2593	APEX1	HSPA1A
2594	APEX1	SIRT1
2595	APEX1	TCF21
2596	APEX1	STAT3
2597	APEX1	NME1
2598	APEX1	TRAF6
2599	APEX1	TERF2
2600	APEX1	SRPK1
2601	APEX1	NPM1
2602	APEX1	TXNRD1
2603	APEX1	HIF1A
2604	APEX1	TERF1
2605	APEX1	LGALS1
2606	APEX1	EP300
2607	APEX1	HDAC1
2608	CHSY1	PTCH1
2609	CHSY1	DCN
2610	BIRC2	RIPK1
2611	BIRC2	EGFR
2612	BIRC2	IGF2BP1
2613	BIRC2	CD40
2614	BIRC2	CDC42
2615	BIRC2	TNFRSF1A
2616	BIRC2	CASP3
2617	BIRC2	HTRA2
2618	BIRC2	CASP2
2619	BIRC2	GSK3B
2620	BIRC2	BIRC3
2621	BIRC2	XIAP
2622	BIRC2	CD27
2623	BIRC2	NFKB2
2624	BIRC2	JUP
2625	BIRC2	GAS1
2626	BIRC2	RAF1
2627	BIRC2	TSG101
2628	BIRC2	CASP9
2629	BIRC2	TRAF6
2630	BIRC2	RAC1
2631	BIRC2	PRDX3
2632	BIRC2	CASP8
2633	XIAP	PTEN
2634	XIAP	BAX
2635	XIAP	CASP3
2636	XIAP	CASP9
2637	XIAP	MAGED1
2638	XIAP	CRYAB
2639	XIAP	TGFBR1
2640	XIAP	CASP2
2641	XIAP	CASP8
2642	XIAP	HNRNPA1
2643	XIAP	TBK1
2644	XIAP	MAP3K7
2645	XIAP	PRDX3
2646	XIAP	RIPK1
2647	XIAP	RAF1
2648	XIAP	BMPR2
2649	XIAP	BRCA1
2650	XIAP	LATS1
2651	XIAP	HSPA4
2652	XIAP	GSK3B
2653	XIAP	TRAF6
2654	XIAP	NOTCH1
2655	XIAP	RAC1
2656	XIAP	BMPR1B
2657	XIAP	HTRA2
2658	XIAP	BIRC3
2659	FBXO11	RBX1
2660	FBXO11	HDAC6
2661	FBXO11	TP53
2662	FBXO11	COPS5
2663	NLRP1	CSNK1E
2664	NLRP1	CLTC
2665	NLRP1	PYCARD
2666	NLRP1	CASP9
2667	NLRP1	CASP2
2668	NLRP1	BCL2L1
2669	APLP2	PRKCA
2670	APLP2	JUNB
2671	APLP2	MAPK9
2672	APLP2	PRKCZ
2673	APLP2	PIK3CA
2674	APLP2	BRCA1
2675	APLP2	NFKB1
2676	APLP2	MAPK8
2677	APLP2	JUN
2678	APLP2	CDK1
2679	APLP2	PRNP
2680	APLP2	PRKCE
2681	PNRC2	XRCC6
2682	PNRC2	HNF4A
2683	PNRC2	RORA
2684	PNRC2	SPAG9
2685	PNRC2	RARA
2686	PNRC2	AR
2687	NPC2	LIG4
2688	NPC2	BRCA1
2689	BIRC3	RBCK1
2690	BIRC3	GAS1
2691	BIRC3	EGFR
2692	BIRC3	SPHK1
2693	BIRC3	CASP8
2694	BIRC3	CD40
2695	BIRC3	TRAF6
2696	BIRC3	RAF1
2697	BIRC3	CASP9
2698	BIRC3	IKBKB
2699	BIRC3	CASP3
2700	BIRC3	TNFRSF1A
2701	BIRC3	IRF1
2702	BIRC3	PDPK1
2703	BIRC3	SUMO1
2704	BIRC3	HTRA2
2705	BIRC3	NFKB1
2706	BIRC3	RCHY1
2707	BIRC3	RIPK1
2708	BIRC3	GSK3B
2709	YBX3	SRPK1
2710	YBX3	CDK2
2711	YBX3	BMI1
2712	YBX3	CALR
2713	YBX3	ARRB2
2714	YBX3	COPS5
2715	YBX3	HSPA5
2716	YBX3	RNF2
2717	YBX3	GSK3B
2718	YBX3	NLRP3
2719	YBX3	CAND1
2720	YBX3	NPM1
2721	YBX3	HNRNPA1
2722	YBX3	MACF1
2723	YBX3	DOT1L
2724	YBX3	MAPK1
2725	YBX3	ICAM1
2726	YBX3	PCBP2
2727	YBX3	PTBP1
2728	MSH2	CDKN1A
2729	MSH2	BRCA1
2730	MSH2	JUN
2731	MSH2	MSH6
2732	MSH2	TPT1
2733	MSH2	NBN
2734	MSH2	ATM
2735	MSH2	MSH3
2736	MSH2	TP53
2737	MSH2	SART1
2738	MSH2	STAT3
2739	MSH2	SIRT6
2740	MSH2	PRKCZ
2741	MSH2	JUP
2742	MSH2	MYC
2743	MSH2	CDK2
2744	MSH2	XRCC6
2745	MSH2	PMS2
2746	MSH2	HDAC6
2747	ST3GAL4	PTCH1
2748	MSH3	RCHY1
2749	MSH3	BRCA1
2750	MSH3	MSH6
2751	MSH3	PMS2
2752	MSH3	CDC42
2753	MSH3	MYC
2754	APOE	PSEN1
2755	APOE	LRP2
2756	APOE	LDLR
2757	APOE	CSNK2A1
2758	APOE	SP1
2759	APOE	PRDX2
2760	APOE	RHEB
2761	APOE	SCARB1
2762	APOE	PRNP
2763	SIRT6	HSPA2
2764	SIRT6	PRKDC
2765	SIRT6	LMNA
2766	SIRT6	XRCC6
2767	SIRT6	NPM1
2768	SIRT6	MED12
2769	SIRT6	VIM
2770	SIRT6	HNRNPK
2771	SIRT6	HDAC1
2772	SIRT6	FAF1
2773	SIRT6	ELF5
2774	SIRT6	CAPRIN1
2775	SIRT6	SKP2
2776	SIRT6	MAPK3
2777	SIRT6	MSH6
2778	SIRT6	MTA2
2779	SIRT6	RNF20
2780	SIRT6	RELA
2781	ZHX2	MAP2K1
2782	ZHX2	DHRS2
2783	ZHX2	HRAS
2784	AQP1	AMOT
2785	AQP1	PRKCA
2786	AQP1	TSC1
2787	SKP2	PIM1
2788	SKP2	YY1
2789	SKP2	CDK2
2790	SKP2	EP300
2791	SKP2	JAK2
2792	SKP2	NBN
2793	SKP2	TCF3
2794	SKP2	VHL
2795	SKP2	HSP90AA1
2796	SKP2	CDKN1C
2797	SKP2	RBX1
2798	SKP2	AR
2799	SKP2	RB1
2800	SKP2	LATS2
2801	SKP2	MYC
2802	SKP2	COPS5
2803	SKP2	CDK1
2804	SKP2	BTG2
2805	SKP2	CDKN1A
2806	SKP2	TSC2
2807	SKP2	RASSF1
2808	SKP2	BTG1
2809	SKP2	CDKN1B
2810	SKP2	CCNB1
2811	SKP2	SP1
2812	SKP2	BRCA1
2813	SKP2	CDH1
2814	SKP2	RRM2
2815	SKP2	SMAD4
2816	SKP2	ATM
2817	SKP2	CDC14B
2818	AHSA1	HNRNPA1
2819	AHSA1	STAT1
2820	AHSA1	VIM
2821	AHSA1	HSPA5
2822	AHSA1	HSPD1
2823	AHSA1	HSP90AA1
2824	AHSA1	CIRBP
2825	AHSA1	ENO1
2826	AHSA1	PRPF31
2827	AHSA1	TFRC
2828	AHSA1	HSPA1A
2829	AHSA1	EIF4E
2830	AHSA1	HNRNPK
2831	AHSA1	EGFR
2832	AHSA1	ATP1A1
2833	AQP4	CSNK2A1
2834	AQP4	DAG1
2835	AQP4	PRKCA
2836	CDC14B	SIRT2
2837	CDC14B	TP53
2838	AR	CASP8
2839	AR	SIRT1
2840	AR	SRC
2841	AR	GSK3B
2842	AR	KMT2D
2843	AR	PATZ1
2844	AR	HMGB1
2845	AR	SREBF1
2846	AR	POU5F1
2847	AR	RCHY1
2848	AR	ATF2
2849	AR	NR3C1
2850	AR	BRCA1
2851	AR	PXN
2852	AR	HNF4A
2853	AR	BMI1
2854	AR	MAPK8
2855	AR	PRKDC
2856	AR	ZMIZ1
2857	AR	RB1
2858	AR	CASP3
2859	AR	CDK1
2860	AR	CALR
2861	AR	MAPK14
2862	AR	HSPA1A
2863	AR	CDC25B
2864	AR	RUNX1
2865	AR	HDAC1
2866	AR	STAT3
2867	AR	SUMO1
2868	AR	CALM1
2869	AR	MAPK1
2870	AR	SP1
2871	AR	CCND1
2872	AR	CDK7
2873	AR	HSP90AA1
2874	AR	PRMT1
2875	AR	EGFR
2876	AR	GSK3A
2877	AR	XRCC6
2878	AR	PTEN
2879	AR	GTF2H1
2880	AR	RAF1
2881	AR	KAT2B
2882	AR	RNF2
2883	AR	MAPK3
2884	AR	GSN
2885	AR	SMAD3
2886	AR	KDM3A
2887	AR	SMARCA4
2888	AR	JUN
2889	AR	CTNNB1
2890	AR	NFKB1
2891	AR	PARK7
2892	AR	LATS2
2893	AR	CEBPB
2894	AR	BRD4
2895	AR	RNF20
2896	AR	TCF7L2
2897	AR	TSG101
2898	AR	PRDX1
2899	AR	NCOA6
2900	AR	SMAD4
2901	AR	TP53
2902	AR	HIF1A
2903	AR	RELA
2904	AR	CALM2
2905	AR	PRKCA
2906	AR	PIAS2
2907	AR	VHL
2908	AR	EP300
2909	AKT1S1	XPO1
2910	AKT1S1	SQSTM1
2911	AKT1S1	MTOR
2912	SLC2A1	JAK2
2913	SLC2A1	VHL
2914	SLC2A1	GIPC1
2915	SLC2A1	ILK
2916	SLC2A1	VCAM1
2917	SLC2A1	CALR
2918	SLC2A1	ATF2
2919	SLC2A1	SUMO1
2920	SLC2A1	TNFRSF1A
2921	SLC2A2	KPNA2
2922	SLC2A2	HNF1A
2923	RBCK1	USP21
2924	RBCK1	NR1I2
2925	RBCK1	RIPK1
2926	RBCK1	HSP90AA1
2927	RBCK1	TRAF6
2928	RBCK1	PML
2929	RBCK1	PRKCA
2930	RBCK1	MAP3K7
2931	MKNK1	PPIA
2932	MKNK1	MAPK14
2933	MKNK1	COPS5
2934	MKNK1	MAPK3
2935	MKNK1	RAB5A
2936	MKNK1	PRKDC
2937	MKNK1	JUNB
2938	MKNK1	XPO1
2939	MKNK1	HNRNPA1
2940	MKNK1	MAPK1
2941	MKNK1	EIF4E
2942	USP21	XPO1
2943	USP21	UCHL1
2944	USP21	GATA3
2945	USP21	MARK2
2946	USP21	RIPK1
2947	USP21	TRAF6
2948	USP21	ARHGEF2
2949	MSN	HSPA5
2950	MSN	RCN1
2951	MSN	CASP8
2952	MSN	ENO1
2953	MSN	CTNNB1
2954	MSN	ICAM1
2955	MSN	HSPB1
2956	MSN	HSPA4
2957	MSN	EZR
2958	MSN	L1CAM
2959	MSN	HNRNPA1
2960	MSN	TNFRSF1A
2961	MSN	VCL
2962	MSN	JUP
2963	MSN	VCAM1
2964	MSN	MYH9
2965	MSN	TSC1
2966	MSN	PAFAH1B1
2967	MSN	ROCK1
2968	MSN	CD44
2969	MSN	TRAF6
2970	MSN	CALR
2971	MSN	BRCA1
2972	MSN	MAPK8
2973	MSN	CAPN2
2974	MSN	TERF1
2975	MSN	TNFRSF10B
2976	MSN	CDK2
2977	ARG2	STK11
2978	SPTBN4	GSK3B
2979	RHOB	PHGDH
2980	RHOB	RAC1
2981	MST1	STK11
2982	MST1	MST1R
2983	MST1	RASSF1
2984	MST1R	SRC
2985	MST1R	GRB2
2986	MST1R	RELA
2987	MST1R	JAK2
2988	MST1R	HSP90AA1
2989	MST1R	PIK3R1
2990	POSTN	ILK
2991	TRIM33	SMAD3
2992	TRIM33	JUN
2993	TRIM33	SMAD4
2994	TRIM33	SMAD2
2995	TRIM33	XPO1
2996	TRIM33	EPAS1
2997	TRIM33	CRYAB
2998	TRIM33	TCF3
2999	TRIM33	RUNX1
3000	TRIM33	KIF11
3001	TRIM33	PSME3
3002	TRIM33	CTNNB1
3003	TRIM33	SMARCA4
3004	SETD2	TP53
3005	SETD2	XPO1
3006	SETD2	SMAD3
3007	IGF2BP1	NCL
3008	IGF2BP1	TP73
3009	IGF2BP1	CAND1
3010	IGF2BP1	TP63
3011	IGF2BP1	TP53
3012	IGF2BP1	DICER1
3013	IGF2BP1	XPO1
3014	IGF2BP1	PCBP2
3015	IGF2BP1	MYC
3016	IGF2BP1	YBX1
3017	IGF2BP1	HNRNPA1
3018	IGF2BP1	SF3B1
3019	IGF2BP1	WWOX
3020	IGF2BP1	GRB2
3021	IGF2BP1	ILK
3022	IGF2BP1	SMYD2
3023	IGF2BP1	SRPK1
3024	IGF2BP1	ARRB2
3025	IGF2BP1	CDKN1A
3026	IGF2BP1	NPM1
3027	IGF2BP1	MCF2L
3028	IGF2BP1	GSK3B
3029	IGF2BP1	COPS5
3030	IGF2BP1	VCAM1
3031	SCUBE1	SCUBE3
3032	SLC9A1	MAPK3
3033	SLC9A1	TNFRSF1A
3034	SLC9A1	MAP3K7
3035	SLC9A1	RAC1
3036	SLC9A1	MAPK14
3037	SLC9A1	MAPK1
3038	SLC9A1	CALM1
3039	SLC9A1	TSC1
3040	SLC9A1	CALM2
3041	SLC9A1	RAF1
3042	SIRT2	SIRT1
3043	SIRT2	RTN4
3044	SIRT2	EP300
3045	SIRT2	RUNX3
3046	SIRT2	HDAC6
3047	SIRT2	CDK1
3048	SIRT2	MTDH
3049	SIRT2	XPO1
3050	SIRT2	KAT2B
3051	SIRT2	SNAI1
3052	SIRT2	CDK2
3053	ARNT	RBX1
3054	ARNT	HSP90AA1
3055	ARNT	CSNK2A1
3056	ARNT	BRCA1
3057	ARNT	HIF1A
3058	ARNT	XPO1
3059	ARNT	PIAS2
3060	ARNT	EP300
3061	ARNT	PML
3062	ARNT	SRC
3063	ARNT	CREB1
3064	ARNT	EPAS1
3065	ARNT	RB1
3066	ARNT	SP1
3067	ARRB2	CLTC
3068	ARRB2	SRC
3069	ARRB2	CDK4
3070	ARRB2	MAPK1
3071	ARRB2	NCL
3072	ARRB2	STAT1
3073	ARRB2	NDUFS7
3074	ARRB2	CALM2
3075	ARRB2	HSPA1B
3076	ARRB2	PRMT1
3077	ARRB2	PPIA
3078	ARRB2	CDK7
3079	ARRB2	GSN
3080	ARRB2	IKBKB
3081	ARRB2	SF3B1
3082	ARRB2	XRCC6
3083	ARRB2	CSNK2A1
3084	ARRB2	CLIC1
3085	ARRB2	SIRT1
3086	ARRB2	CDC42
3087	ARRB2	CALM1
3088	ARRB2	CTNND1
3089	ARRB2	HNRNPK
3090	ARRB2	MYH9
3091	ARRB2	EGFR
3092	ARRB2	EDNRA
3093	ARRB2	RAF1
3094	ARRB2	HNRNPA1
3095	ARRB2	PTBP1
3096	ARRB2	XPO1
3097	ARRB2	IGF1R
3098	ARRB2	INSR
3099	ARRB2	SENP1
3100	ARRB2	AVPR2
3101	ARRB2	DVL2
3102	ARRB2	TRAF6
3103	ARRB2	CALM3
3104	ARRB2	MAPK9
3105	ARRB2	MAP2K1
3106	ARRB2	HSPA1A
3107	ARRB2	VIM
3108	ARRB2	HSPA5
3109	ARRB2	CTNNA1
3110	ARRB2	YBX1
3111	ARRB2	MAPK3
3112	ARRB2	NPM1
3113	ARRB2	MAP3K7
3114	SLC12A2	ILK
3115	SLC12A2	LGALS3
