	EPO	GATA3
2103	FOS	SMAD2
2104	FOS	BMPR1A
2105	FOS	MAPK7
2106	FOS	RNF20
2107	FOS	PML
2108	FOS	MAP3K7
2109	FOS	NFKB1
2110	FOS	MAPK9
2111	FOS	NR3C1
2112	FOS	ATF4
2113	ANXA6	RASA1
2114	ANXA6	SNCA
2115	ANXA6	ENO1
2116	ANXA6	NCL
2117	ANXA6	HSP90AA1
2118	ANXA6	MSH2
2119	ANXA6	HNRNPA1
2120	ANXA6	IDH1
2121	ANXA6	TPD52
2122	ANXA6	PRKCA
2123	ANXA6	GRB2
2124	ANXA6	HSPD1
2125	ANXA6	CDC73
2126	ANXA6	YBX1
2127	ANXA6	NAMPT
2128	ANXA6	VIM
2129	APAF1	HSP90AA1
2130	APAF1	CASP3
2131	APAF1	XIAP
2132	APAF1	HSPA1A
2133	APAF1	HSPA1B
2134	APAF1	HSPA4
2135	APAF1	TP53
2136	APAF1	CASP9
2137	APAF1	CASP8
2138	SPTLC1	MYC
2139	SPTLC1	KDSR
2140	SPTLC1	MAGED1
2141	SPTLC1	JAK3
2142	SPTLC1	EGFR
2143	SPTLC1	MED12
2144	SHC1	MAPK8
2145	SHC1	MAPK14
2146	SHC1	COPS5
2147	SHC1	MAPK1
2148	SHC1	STAT5A
2149	SHC1	IL2
2150	SHC1	EGFR
2151	SHC1	LGALS3
2152	SHC1	STAT5B
2153	SHC1	HSPA5
2154	SHC1	GAB2
2155	SHC1	GRB2
2156	SHC1	PIK3R1
2157	SHC1	INSR
2158	SHC1	XPO1
2159	SHC1	RASA1
2160	SHC1	SRC
2161	SHC1	PRDX1
2162	SHC1	PTK2
2163	SHC1	PIK3R2
2164	SHC1	DAG1
2165	SHC1	HIF1A
2166	SHC1	SP1
2167	SHC1	KDR
2168	SHC1	DDR1
2169	SHC1	HSPA9
2170	SHC1	PRKCA
2171	SHC1	JAK2
2172	SHC1	PRKDC
2173	SHC1	PDGFRB
2174	SHC1	RET
2175	SHC1	EPHA2
2176	SHC1	GHR
2177	SHC1	HSPA1A
2178	SHC1	TEK
2179	SHC1	MST1R
2180	SHC1	NGFR
2181	SHC1	HSPA1B
2182	SHC1	MYH9
2183	SHC1	MAPK9
2184	SHC1	HSP90AA1
2185	SHC1	IGF1R
2186	SHC1	ILK
2187	APC	CSNK1E
2188	APC	LATS2
2189	APC	DKK3
2190	APC	GRB2
2191	APC	SENP1
2192	APC	CTNNA1
2193	APC	HNRNPA1
2194	APC	TFAP2A
2195	APC	XPO1
2196	APC	ATP1A1
2197	APC	MARK2
2198	APC	HSPA5
2199	APC	NUP62
2200	APC	GSK3B
2201	APC	EPAS1
2202	APC	SAV1
2203	APC	TP53
2204	APC	COPS5
2205	APC	CIRBP
2206	APC	NFE2L2
2207	APC	CTNNB1
2208	APC	MAD2L1
2209	APC	DVL2
2210	APC	PTK2
2211	APC	NFKB1
2212	APC	PPP1R13B
2213	APC	AGFG1
2214	APC	CDK2
2215	APC	CSNK2A1
2216	HIPK2	HDAC1
2217	HIPK2	EP300
2218	HIPK2	RUNX1
2219	HIPK2	TP73
2220	HIPK2	MAP3K7
2221	HIPK2	CREB1
2222	HIPK2	SMAD3
2223	HIPK2	FBXW7
2224	HIPK2	MKNK1
2225	HIPK2	SENP1
2226	HIPK2	PTCH1
2227	HIPK2	SUMO1
2228	HIPK2	SMAD2
2229	HIPK2	PML
2230	HIPK2	TP53
2231	FBXW4	COPS5
2232	FBXW4	RCAN1
2233	APEX1	HNRNPK
2234	APEX1	YBX1
2235	APEX1	TP53
2236	APEX1	HSPA1B
2237	APEX1	CSNK2A1
2238	APEX1	XRCC6
2239	APEX1	HSPA1A
2240	APEX1	SIRT1
2241	APEX1	TCF21
2242	APEX1	STAT3
2243	APEX1	NME1
2244	APEX1	TRAF6
2245	APEX1	TERF2
2246	APEX1	SRPK1
2247	APEX1	TXNRD1
2248	APEX1	HIF1A
2249	APEX1	TERF1
2250	APEX1	LGALS1
2251	APEX1	EP300
2252	APEX1	HDAC1
2253	CHSY1	PTCH1
2254	CHSY1	DCN
2255	XIAP	PTEN
2256	XIAP	BAX
2257	XIAP	CASP3
2258	XIAP	CASP9
2259	XIAP	MAGED1
2260	XIAP	CRYAB
2261	XIAP	TGFBR1
2262	XIAP	CASP2
2263	XIAP	CASP8
2264	XIAP	HNRNPA1
2265	XIAP	MAP3K7
2266	XIAP	PRDX3
2267	XIAP	RIPK1
2268	XIAP	RAF1
2269	XIAP	BRCA1
2270	XIAP	LATS1
2271	XIAP	HSPA4
2272	XIAP	GSK3B
2273	XIAP	TRAF6
2274	XIAP	NOTCH1
2275	XIAP	RAC1
2276	XIAP	BMPR1B
2277	PNRC2	XRCC6
2278	PNRC2	HNF4A
2279	PNRC2	SPAG9
2280	PNRC2	RARA
2281	PNRC2	AR
2282	APLP2	PRKCA
2283	APLP2	MAPK9
2284	APLP2	PRKCZ
2285	APLP2	PIK3CA
2286	APLP2	BRCA1
2287	APLP2	NFKB1
2288	APLP2	MAPK8
2289	APLP2	JUN
2290	APLP2	CDK1
2291	APLP2	PRKCE
2292	FBXO11	RBX1
2293	FBXO11	HDAC6
2294	FBXO11	TP53
2295	FBXO11	COPS5
2296	NPC2	LIG4
2297	NPC2	BRCA1
2298	YBX3	SRPK1
2299	YBX3	CDK2
2300	YBX3	BMI1
2301	YBX3	CALR
2302	YBX3	ARRB2
2303	YBX3	COPS5
2304	YBX3	HSPA5
2305	YBX3	RNF2
2306	YBX3	GSK3B
2307	YBX3	NLRP3
2308	YBX3	HNRNPA1
2309	YBX3	DOT1L
2310	YBX3	MAPK1
2311	YBX3	ICAM1
2312	YBX3	PCBP2
2313	YBX3	PTBP1
2314	MSH2	CDKN1A
2315	MSH2	BRCA1
2316	MSH2	JUN
2317	MSH2	MSH6
2318	MSH2	TPT1
2319	MSH2	NBN
2320	MSH2	ATM
2321	MSH2	TP53
2322	MSH2	SART1
2323	MSH2	STAT3
2324	MSH2	SIRT6
2325	MSH2	PRKCZ
2326	MSH2	MYC
2327	MSH2	CDK2
2328	MSH2	XRCC6
2329	MSH2	PMS2
2330	MSH2	HDAC6
2331	ST3GAL4	PTCH1
2332	APOE	PSEN1
2333	APOE	LRP2
2334	APOE	LDLR
2335	APOE	CSNK2A1
2336	APOE	SP1
2337	APOE	PRDX2
2338	APOE	RHEB
2339	APOE	SCARB1
2340	SIRT6	HSPA2
2341	SIRT6	PRKDC
2342	SIRT6	XRCC6
2343	SIRT6	MED12
2344	SIRT6	VIM
2345	SIRT6	HNRNPK
2346	SIRT6	HDAC1
2347	SIRT6	ELF5
2348	SIRT6	CAPRIN1
2349	SIRT6	MAPK3
2350	SIRT6	MSH6
2351	SIRT6	MTA2
2352	SIRT6	RNF20
2353	SIRT6	RELA
2354	ZHX2	MAP2K1
2355	ZHX2	HRAS
2356	AHSA1	HNRNPA1
2357	AHSA1	STAT1
2358	AHSA1	VIM
2359	AHSA1	HSPA5
2360	AHSA1	HSPD1
2361	AHSA1	HSP90AA1
2362	AHSA1	CIRBP
2363	AHSA1	ENO1
2364	AHSA1	PRPF31
2365	AHSA1	TFRC
2366	AHSA1	HSPA1A
2367	AHSA1	EIF4E
2368	AHSA1	HNRNPK
2369	AHSA1	EGFR
2370	AHSA1	ATP1A1
2371	AQP1	AMOT
2372	AQP1	PRKCA
2373	AQP1	TSC1
2374	AQP4	CSNK2A1
2375	AQP4	DAG1
2376	AQP4	PRKCA
2377	CDC14B	SIRT2
2378	CDC14B	TP53
2379	AR	CASP8
2380	AR	SIRT1
2381	AR	SRC
2382	AR	GSK3B
2383	AR	KMT2D
2384	AR	PATZ1
2385	AR	HMGB1
2386	AR	SREBF1
2387	AR	POU5F1
2388	AR	RCHY1
2389	AR	ATF2
2390	AR	NR3C1
2391	AR	BRCA1
2392	AR	HNF4A
2393	AR	BMI1
2394	AR	MAPK8
2395	AR	PRKDC
2396	AR	ZMIZ1
2397	AR	RB1
2398	AR	CASP3
2399	AR	CDK1
2400	AR	CALR
2401	AR	MAPK14
2402	AR	HSPA1A
2403	AR	CDC25B
2404	AR	RUNX1
2405	AR	HDAC1
2406	AR	STAT3
2407	AR	SUMO1
2408	AR	MAPK1
2409	AR	SP1
2410	AR	CCND1
2411	AR	CDK7
2412	AR	HSP90AA1
2413	AR	EGFR
2414	AR	GSK3A
2415	AR	XRCC6
2416	AR	PTEN
2417	AR	GTF2H1
2418	AR	RAF1
2419	AR	KAT2B
2420	AR	RNF2
2421	AR	MAPK3
2422	AR	GSN
2423	AR	SMAD3
2424	AR	KDM3A
2425	AR	SMARCA4
2426	AR	JUN
2427	AR	CTNNB1
2428	AR	NFKB1
2429	AR	PARK7
2430	AR	LATS2
2431	AR	CEBPB
2432	AR	BRD4
2433	AR	RNF20
2434	AR	TCF7L2
2435	AR	TSG101
2436	AR	PRDX1
2437	AR	NCOA6
2438	AR	SMAD4
2439	AR	TP53
2440	AR	HIF1A
2441	AR	RELA
2442	AR	PRKCA
2443	AR	PIAS2
2444	AR	VHL
2445	AR	EP300
2446	AKT1S1	XPO1
2447	AKT1S1	SQSTM1
2448	AKT1S1	MTOR
2449	SLC2A1	JAK2
2450	SLC2A1	VHL
2451	SLC2A1	ILK
2452	SLC2A1	VCAM1
2453	SLC2A1	CALR
2454	SLC2A1	ATF2
2455	SLC2A1	SUMO1
2456	SLC2A1	TNFRSF1A
2457	RBCK1	USP21
2458	RBCK1	NR1I2
2459	RBCK1	RIPK1
2460	RBCK1	HSP90AA1
2461	RBCK1	TRAF6
2462	RBCK1	PML
2463	RBCK1	PRKCA
2464	RBCK1	MAP3K7
2465	MKNK1	PPIA
2466	MKNK1	MAPK14
2467	MKNK1	COPS5
2468	MKNK1	MAPK3
2469	MKNK1	PRKDC
2470	MKNK1	XPO1
2471	MKNK1	HNRNPA1
2472	MKNK1	MAPK1
2473	MKNK1	EIF4E
2474	USP21	XPO1
2475	USP21	UCHL1
2476	USP21	GATA3
2477	USP21	MARK2
2478	USP21	RIPK1
2479	USP21	TRAF6
2480	USP21	ARHGEF2
2481	MSN	HSPA5
2482	MSN	CASP8
2483	MSN	ENO1
2484	MSN	CTNNB1
2485	MSN	ICAM1
2486	MSN	HSPB1
2487	MSN	HSPA4
2488	MSN	EZR
2489	MSN	L1CAM
2490	MSN	HNRNPA1
2491	MSN	TNFRSF1A
2492	MSN	VCL
2493	MSN	VCAM1
2494	MSN	MYH9
2495	MSN	TSC1
2496	MSN	PAFAH1B1
2497	MSN	ROCK1
2498	MSN	CD44
2499	MSN	TRAF6
2500	MSN	CALR
2501	MSN	SLC9A3R1
2502	MSN	BRCA1
2503	MSN	MAPK8
2504	MSN	CAPN2
2505	MSN	TERF1
2506	MSN	TNFRSF10B
2507	MSN	CDK2
2508	ARG2	STK11
2509	SPTBN4	GSK3B
2510	RHOB	PHGDH
2511	RHOB	RAC1
2512	MST1	STK11
2513	MST1	MST1R
2514	MST1	RASSF1
2515	MST1R	SRC
2516	MST1R	GRB2
2517	MST1R	RELA
2518	MST1R	JAK2
2519	MST1R	HSP90AA1
2520	MST1R	PIK3R1
2521	POSTN	ILK
2522	TRIM33	SMAD3
2523	TRIM33	JUN
2524	TRIM33	SMAD4
2525	TRIM33	SMAD2
2526	TRIM33	XPO1
2527	TRIM33	EPAS1
2528	TRIM33	CRYAB
2529	TRIM33	TCF3
2530	TRIM33	RUNX1
2531	TRIM33	KIF11
2532	TRIM33	PSME3
2533	TRIM33	CTNNB1
2534	TRIM33	SMARCA4
2535	SETD2	TP53
2536	SETD2	XPO1
2537	SETD2	SMAD3
2538	IGF2BP1	NCL
2539	IGF2BP1	TP73
2540	IGF2BP1	TP53
2541	IGF2BP1	DICER1
2542	IGF2BP1	XPO1
2543	IGF2BP1	PCBP2
2544	IGF2BP1	MYC
2545	IGF2BP1	YBX1
2546	IGF2BP1	HNRNPA1
2547	IGF2BP1	WWOX
2548	IGF2BP1	GRB2
2549	IGF2BP1	ILK
2550	IGF2BP1	SMYD2
2551	IGF2BP1	SRPK1
2552	IGF2BP1	ARRB2
2553	IGF2BP1	CDKN1A
2554	IGF2BP1	MCF2L
2555	IGF2BP1	GSK3B
2556	IGF2BP1	COPS5
2557	IGF2BP1	VCAM1
2558	SLC9A1	MAPK3
2559	SLC9A1	TNFRSF1A
2560	SLC9A1	MAP3K7
2561	SLC9A1	RAC1
2562	SLC9A1	MAPK14
2563	SLC9A1	MAPK1
2564	SLC9A1	TSC1
2565	SLC9A1	RAF1
2566	SIRT2	SIRT1
2567	SIRT2	RTN4
2568	SIRT2	EP300
2569	SIRT2	RUNX3
2570	SIRT2	HDAC6
2571	SIRT2	CDK1
2572	SIRT2	MTDH
2573	SIRT2	XPO1
2574	SIRT2	KAT2B
2575	SIRT2	SNAI1
2576	SIRT2	CDK2
2577	ARNT	RBX1
2578	ARNT	HSP90AA1
2579	ARNT	CSNK2A1
2580	ARNT	BRCA1
2581	ARNT	HIF1A
2582	ARNT	XPO1
2583	ARNT	PIAS2
2584	ARNT	EP300
2585	ARNT	PML
2586	ARNT	SRC
2587	ARNT	CREB1
2588	ARNT	EPAS1
2589	ARNT	RB1
2590	ARNT	SP1
2591	ARRB2	SRC
2592	ARRB2	CDK4
2593	ARRB2	MAPK1
2594	ARRB2	NCL
2595	ARRB2	STAT1
2596	ARRB2	NDUFS7
2597	ARRB2	HSPA1B
2598	ARRB2	PPIA
2599	ARRB2	CDK7
2600	ARRB2	GSN
2601	ARRB2	IKBKB
2602	ARRB2	XRCC6
2603	ARRB2	CSNK2A1
2604	ARRB2	CLIC1
2605	ARRB2	SIRT1
2606	ARRB2	CDC42
2607	ARRB2	HNRNPK
2608	ARRB2	MYH9
2609	ARRB2	EGFR
2610	ARRB2	EDNRA
2611	ARRB2	RAF1
2612	ARRB2	HNRNPA1
2613	ARRB2	PTBP1
2614	ARRB2	XPO1
2615	ARRB2	IGF1R
2616	ARRB2	INSR
2617	ARRB2	SENP1
2618	ARRB2	AVPR2
2619	ARRB2	DVL2
2620	ARRB2	TRAF6
2621	ARRB2	MAPK9
2622	ARRB2	MAP2K1
2623	ARRB2	HSPA1A
2624	ARRB2	VIM
2625	ARRB2	HSPA5
2626	ARRB2	CTNNA1
2627	ARRB2	YBX1
2628	ARRB2	MAPK3
2629	ARRB2	MAP3K7
2630	SLC12A2	ILK
2631	SLC12A2	LGALS3
2632	SLC12A2	EGFR
2633	SLC12A2	EZR
2634	SLC12A2	MAPK14
2635	DKK1	TP53
2636	DKK1	CTNNB1
2637	DKK1	DPP4
2638	DOK4	INSR
2639	DOK4	RASA1
2640	DOK4	RET
2641	DOK4	PTK2
2642	DOK4	EGFR
2643	DOK4	IGF1R
2644	DOK4	SRC
2645	DOK4	TEK
2646	MTOR	RAP2A
2647	MTOR	PLD2
2648	MTOR	GSK3B
2649	MTOR	STAT3
2650	MTOR	STAT1
2651	MTOR	SQSTM1
2652	MTOR	SIRT1
2653	MTOR	EGFR
2654	MTOR	FBXW7
2655	MTOR	EIF4EBP1
2656	MTOR	NBN
2657	MTOR	RHEB
2658	MTOR	TP53
2659	MTOR	BRCA1
2660	MTOR	RICTOR
2661	MTOR	XPO1
2662	MTOR	EIF4E
2663	MTOR	SUMO1
2664	MTOR	TRAF6
2665	MTOR	IKBKB
2666	MTOR	HSPA4
2667	MTOR	MAPK8
2668	MTOR	PDPK1
2669	MTOR	TERF1
2670	MTOR	PRKAA1
2671	MTOR	PML
2672	MTOR	ILK
2673	MTOR	PRKCA
2674	MTOR	CD274
2675	MTOR	PRKAR1A
2676	MTOR	MTA2
2677	GNA13	TGFBR1
2678	GNA13	EDNRB
2679	GNA13	CDH1
2680	GNA13	CTNNB1
2681	GNA13	PRKCE
2682	PYCARD	PRKAR1A
2683	PYCARD	BECN1
2684	PYCARD	RIPK1
2685	PYCARD	CASP8
2686	PYCARD	IKBKB
2687	PYCARD	PML
2688	PYCARD	PAK1
2689	PYCARD	SQSTM1
2690	PYCARD	NLRP3
2691	PDGFD	PDGFRB
2692	FRZB	ELF5
2693	FRZB	RBX1
2694	MYLIP	TSC1
2695	MYLIP	LDLR
2696	SNAI2	HDAC1
2697	SNAI2	GSK3B
2698	SNAI2	TP53
2699	SMARCA1	SMARCA4
2700	SMARCA1	RSF1
2701	SMARCA4	BRCA1
2702	SMARCA4	COPS5
2703	SMARCA4	BMI1
2704	SMARCA4	NFE2L2
2705	SMARCA4	WWOX
2706	SMARCA4	CAT
2707	SMARCA4	KAT2B
2708	SMARCA4	SMAD4
2709	SMARCA4	CEBPB
2710	SMARCA4	SMAD3
2711	SMARCA4	STAT1
2712	SMARCA4	SMAD2
2713	SMARCA4	PMS2
2714	SMARCA4	RB1
2715	SMARCA4	EP300
2716	SMARCA4	TP53
2717	SMARCA4	STAT3
2718	SMARCA4	SP1
2719	SMARCA4	CTNNB1
2720	SMARCA4	NFKB2
2721	SMARCA4	SMARCB1
2722	SMARCA4	HSPB1
2723	SMARCA4	CREB1
2724	SMARCA4	NR1H2
2725	SMARCA4	HIF1A
2726	SMARCA4	RUNX1
2727	SMARCA4	MTA2
2728	SMARCA4	STAT5A
2729	SMARCA4	GTF2H1
2730	SMARCA4	CDKN2A
2731	SMARCA4	NOTCH1
2732	SMARCA4	PBX1
2733	SMARCA4	EPAS1
2734	SMARCA4	HDAC1
2735	SMARCA4	IRF1
2736	SMARCA4	VDR
2737	SMARCA4	HMGB1
2738	SMARCA4	BRD4
2739	SMARCA4	STK11
2740	SMARCA4	MBD2
2741	SMARCA4	MYC
2742	SMARCA4	RNF2
2743	SMARCA4	KPNA2
2744	SMARCA4	NR3C1
2745	SMARCA4	HSF1
2746	SMARCA4	HDAC9
2747	SMARCA4	MAML1
2748	SMARCA4	PML
2749	CD274	ATM
2750	CD274	CD80
2751	SMARCB1	XPO1
2752	SMARCB1	EP300
2753	SMARCB1	VTN
2754	SMARCB1	MBD2
2755	SMARCB1	MTA2
2756	SMARCB1	BRCA1
2757	SMARCB1	SRC
2758	SMARCB1	ATM
2759	SMARCB1	HDAC1
2760	SMARCB1	NR3C1
2761	SMARCB1	CALR
2762	SMARCB1	EPAS1
2763	SMARCB1	JUN
2764	SMARCB1	GTF2H1
2765	SMARCB1	TP53
2766	SMARCB1	CEBPB
2767	SMARCB1	KAT2B
2768	SMARCB1	RUNX1
2769	SMARCB1	VDR
2770	SMARCB1	PDPK1
2771	SMARCB1	HSF1
2772	SMARCB1	RB1
2773	SMARCB1	KMT2B
2774	SMARCB1	COPS5
2775	SMARCB1	MYC
2776	SOCS1	GHR
2777	SOCS1	PDGFRB
2778	SOCS1	CSF1
2779	SOCS1	VHL
2780	SOCS1	TEK
2781	SOCS1	RELA
2782	SOCS1	JAK3
2783	SOCS1	IGF1R
2784	SOCS1	JAK2
2785	SOCS1	PIK3R2
2786	SOCS1	EGFR
2787	SOCS1	ATM
2788	SOCS1	RBX1
2789	SOCS1	TP53
2790	SOCS1	GRB2
2791	SOCS1	INSR
2792	SOCS1	RASA1
2793	SOCS1	PIK3R1
2794	FOXP1	SATB2
2795	FOXP1	TP53
2796	FOXP1	CUX1
2797	FOXP1	MYC
2798	FOXP1	RCC1
2799	CARD11	COPS5
2800	CARD11	PDPK1
2801	CARD11	TRAF6
2802	CARD11	CASP8
2803	CARD11	DPP4
2804	CARD11	CCND1
2805	CARD11	PIK3R2
2806	CARD11	MAP3K7
2807	NUB1	TP53
2808	NUB1	HSPA4
2809	NUB1	GSK3B
2810	ATF4	NFE2L2
2811	ATF4	TGM2
2812	ATF4	EP300
2813	ATF4	JUN
2814	ATF4	MAP2K7
2815	ATF4	ATF2
2816	ATF4	KAT2B
2817	ATF4	APH1A
2818	ATF4	CEBPB
2819	ATF4	RELA
2820	SNAI1	PAK1
2821	SNAI1	HDAC1
2822	SNAI1	EP300
2823	SNAI1	EGR1
2824	SNAI1	CTDSP1
2825	SNAI1	NOTCH1
2826	SNAI1	TGFB1
2827	SNAI1	GSK3B
2828	SNAI1	TP53
2829	SNAI1	NBN
2830	SNAI1	RELA
2831	SNAI1	CSNK1E
2832	SNAI1	RNF2
2833	SNAI1	MAPK1
2834	SNAI1	CSNK2A1
2835	SNAI1	LATS2
2836	SNAI1	PAX2
2837	ATM	TRAF6
2838	ATM	SREBF1
2839	ATM	EP300
2840	ATM	ATF2
2841	ATM	MAP3K7
2842	ATM	TPT1
2843	ATM	TERF1
2844	ATM	CDK5
2845	ATM	TERF2
2846	ATM	VHL
2847	ATM	TP53
2848	ATM	STK11
2849	ATM	RHEB
2850	ATM	PRKDC
2851	ATM	RELA
2852	ATM	BMI1
2853	ATM	NBN
2854	ATM	RASSF1
2855	ATM	RAP2A
2856	ATM	HDAC1
2857	ATM	SP1
2858	ATM	HIF1A
2859	ATM	CREB1
2860	ATM	MSH6
2861	ATM	HDAC6
2862	ATM	MAPK14
2863	ATM	NOTCH1
2864	ATM	BRCA1
2865	ATM	WWOX
2866	ATM	LIG4
2867	ATM	RNF20
2868	ATM	EIF4EBP1
2869	ATP1A1	SMAD2
2870	ATP1A1	SIRT1
2871	ATP1A1	JUN
2872	ATP1A1	MAPK3
2873	ATP1A1	TNFRSF1A
2874	ATP1A1	DICER1
2875	ATP1A1	CLN3
2876	ATP1A1	MYC
2877	ATP1A1	EGFR
2878	ATP1A1	TPT1
2879	ATP1A1	PRKCA
2880	ATP1A1	LGALS3
2881	ATP1A1	NDUFS1
2882	ATP1A1	ATF2
2883	ATP1A1	MAPK1
2884	ATP1A1	ILK
2885	ATP1A1	CDK2
2886	ATP1A1	ITGA5
2887	ATP1A1	HSPD1
2888	DOT1L	DNMT3B
2889	DOT1L	MAPK7
2890	DOT1L	CTNNB1
2891	DOT1L	STAT1
2892	DOT1L	DNMT3A
2893	DOT1L	SIRT1
2894	DOT1L	KMT5A
2895	DOT1L	SETDB2
2896	DOT1L	DNMT1
2897	SNCA	GSK3B
2898	SNCA	EGFR
2899	SNCA	SQSTM1
2900	SNCA	PRDX1
2901	SNCA	PRKCE
2902	SNCA	TRAF6
2903	SNCA	HSPA4
2904	SNCA	PIN1
2905	SNCA	VIM
2906	SNCA	CRYAB
2907	SNCA	FBXW7
2908	SNCA	MAPK1
2909	SNCA	TPPP
2910	SNCA	MAPK3
2911	SNCA	CSNK2A1
2912	SNCA	PRDX3
2913	SNCA	CTSD
2914	SNCA	SRC
2915	SNCA	BAX
2916	SNCA	CDK4
2917	SNCA	HSPB1
2918	SNCA	HSPA1A
2919	SNCA	PARK7
2920	SNCA	SGSM3
2921	SNCA	MAPK8
2922	SNCA	HSP90AA1
2923	FSCN1	ATF2
2924	FSCN1	NGFR
2925	FSCN1	VCAM1
2926	FSCN1	MAPK7
2927	FSCN1	CDK2
2928	FSCN1	TRAF6
2929	FSCN1	CRYZ
2930	FSCN1	VHL
2931	FSCN1	PRDX1
2932	FSCN1	GRB2
2933	FSCN1	CTNNB1
2934	FSCN1	PRKCZ
2935	FSCN1	GNAS
2936	FSCN1	PRKCA
2937	FSCN1	PRDX2
2938	FSCN1	TFE3
2939	FSCN1	PRKCE
2940	FSCN1	CFLAR
2941	BECN1	RNF2
2942	BECN1	PIK3R2
2943	BECN1	HSPA1A
2944	BECN1	XPO1
2945	BECN1	TP53BP2
2946	BECN1	BRCA1
2947	BECN1	TRAF6
2948	BECN1	CDKN2A
2949	BECN1	CASP3
2950	BECN1	HSP90AA1
2951	BECN1	PRKDC
2952	BECN1	TSC1
2953	BBC3	TP53
2954	BBC3	BAX
2955	G6PD	TGM2
2956	G6PD	SRC
2957	G6PD	SLC9A3R1
2958	G6PD	HSPA9
2959	G6PD	VCL
2960	G6PD	HK2
2961	G6PD	HSPB1
2962	G6PD	XPO1
2963	DKK3	SMAD4
2964	XRCC6	SMURF1
2965	XRCC6	TERF2
2966	XRCC6	KAT2B
2967	XRCC6	SMAD3
2968	XRCC6	TPT1
2969	XRCC6	LIG4
2970	XRCC6	CD40
2971	XRCC6	HSF1
2972	XRCC6	ICAM1
2973	XRCC6	NOTCH1
2974	XRCC6	GRB2
2975	XRCC6	PDPK1
2976	XRCC6	NCL
2977	XRCC6	PRKDC
2978	XRCC6	TCF7L2
2979	XRCC6	NBN
2980	XRCC6	VCAM1
2981	XRCC6	TP53
2982	XRCC6	MSH6
2983	XRCC6	CLU
2984	XRCC6	BRCA1
2985	XRCC6	HNRNPA1
2986	XRCC6	HDAC6
2987	XRCC6	MAPK8
2988	XRCC6	YY1
2989	XRCC6	ENO1
2990	XRCC6	CTNNA1
2991	XRCC6	BAX
2992	XRCC6	EP300
2993	XRCC6	COPS5
2994	XRCC6	NCOA6
2995	XRCC6	CDK2
2996	XRCC6	CDKN1A
2997	XRCC6	MYC
2998	XRCC6	PRKAR1A
2999	XRCC6	PIN1
3000	XRCC6	SIRT1
3001	XRCC6	ACD
3002	XRCC6	CFLAR
3003	XRCC6	EGFR
3004	XRCC6	EFNA1
3005	XRCC6	CSNK2A1
3006	XRCC6	HNRNPK
3007	XRCC6	HSPA5
3008	XRCC6	PLOD2
3009	XRCC6	RASA1
3010	MVD	CDK1
3011	MVD	IDH1
3012	MVD	EIF4EBP1
3013	MVD	GLS
3014	MVD	HSPA9
3015	MVD	NAMPT
3016	MVD	FTO
3017	SOD2	PRDX2
3018	SOD2	PRDX3
3019	SOD2	CAT
3020	SOD2	TFAP2A
3021	SOD2	VHL
3022	SOD2	PRDX1
3023	SOD2	GPX1
3024	SOD2	GPX3
3025	MYC	EP300
3026	MYC	SQSTM1
3027	MYC	MED12
3028	MYC	MAPK9
3029	MYC	HDAC1
3030	MYC	SP1
3031	MYC	MSH6
3032	MYC	NFE2L2
3033	MYC	TP53
3034	MYC	HNRNPK
3035	MYC	CEBPB
3036	MYC	RB1
3037	MYC	EIF4E
3038	MYC	KPNA2
3039	MYC	ADAM9
3040	MYC	MAPK1
3041	MYC	YY1
3042	MYC	PRDX1
3043	MYC	HSP90AA1
3044	MYC	PIM1
3045	MYC	RAF1
3046	MYC	LATS1
3047	MYC	SMAD3
3048	MYC	NCL
3049	MYC	HSPD1
3050	MYC	SLIT2
3051	MYC	SERPINH1
3052	MYC	NRXN3
3053	MYC	XPO1
3054	MYC	SPAG9
3055	MYC	CDKN1B
3056	MYC	ZBTB17
3057	MYC	PML
3058	MYC	CDK1
3059	MYC	CDK4
3060	MYC	RUNX1
3061	MYC	VDR
3062	MYC	MAPK3
3063	MYC	PIAS2
3064	MYC	PRKDC
3065	MYC	CSNK2A1
3066	MYC	MAP2K1
3067	MYC	BRCA1
3068	MYC	RELA
3069	MYC	HSPA1A
3070	MYC	SMAD2
3071	MYC	GSK3A
3072	MYC	HSPB1
3073	MYC	ING4
3074	MYC	MAPK8
3075	MYC	TP73
3076	MYC	CDK5
3077	MYC	TFAP2A
3078	MYC	CDKN2A
3079	MYC	JUN
3080	MYC	CTNNA1
3081	MYC	PIN1
3082	MYC	HIF1A
3083	MYC	GSK3B
3084	MYC	ARHGEF2
3085	MYC	LGALS1
3086	MYC	DNMT3A
3087	MYC	NDUFS1
3088	MYC	UBE3C
3089	MYC	VHL
3090	MYC	FBXW7
3091	MYC	MAPK7
3092	MYC	KAT2B
3093	MYC	YBX1
3094	MYC	COPS5
3095	MYC	ADIPOR1
3096	SOX5	MAGED1
3097	SOX5	PIAS2
3098	SMG1	TP53
3099	SMG1	HSPA4
3100	SMG1	HSP90AA1
3101	KDM3A	STAT1
3102	KDM3A	HIF1A
3103	KDM3A	STAT6
3104	NES	VIM
3105	NES	CDK7
3106	NES	CDK1
3107	NES	HIF1A
3108	NES	CDK5
3109	NES	CDK4
3110	NES	PRDX2
3111	NES	HSP90AA1
3112	NES	CDK2
3113	SP1	HSPA5
3114	SP1	HSPB1
3115	SP1	NUP62
3116	SP1	MAPK3
3117	SP1	GAB2
