	NFKB1	TNIP2
25920	CIRBP	AHSA1
25921	CIRBP	PPM1G
25922	CIRBP	SF3A1
25923	CIRBP	RTN4
25924	CIRBP	PABPC1
25925	CIRBP	SRSF1
25926	CIRBP	NCBP1
25927	CIRBP	THOC2
25928	CIRBP	ACIN1
25929	CIRBP	NCBP2
25930	CIRBP	FN1
25931	CIRBP	GTF2F1
25932	CIRBP	CAPRIN1
25933	CIRBP	THOC7
25934	CIRBP	PRNP
25935	CIRBP	SRF
25936	CIRBP	SART1
25937	CIRBP	SNRNP200
25938	CIRBP	CCNB2
25939	CIRBP	DDX39B
25940	SNW1	SART1
25941	SNW1	SRRT
25942	SNW1	CKAP5
25943	SNW1	HDAC11
25944	SNW1	PFKM
25945	SNW1	NCBP1
25946	SNW1	THOC1
25947	SNW1	DHX38
25948	SNW1	SNRNP70
25949	SNW1	RBPJ
25950	SNW1	VDR
25951	SNW1	XAB2
25952	SNW1	RBM25
25953	SNW1	SNRPF
25954	SNW1	SRSF6
25955	SNW1	ACIN1
25956	SNW1	BICD2
25957	SNW1	SFPQ
25958	SNW1	RBM15
25959	SNW1	THOC5
25960	SNW1	SF1
25961	SNW1	SNIP1
25962	SNW1	SUZ12
25963	SNW1	PRPF6
25964	SNW1	SLU7
25965	SNW1	NCBP2
25966	SNW1	KMT2A
25967	SNW1	DAXX
25968	SNW1	THOC7
25969	SNW1	HNRNPK
25970	SNW1	SMAD4
25971	SNW1	SNRNP200
25972	SNW1	DDX39B
25973	SNW1	DDB1
25974	SNW1	HNRNPM
25975	SNW1	NCOR1
25976	SNW1	VAV2
25977	SNW1	NCOA2
25978	SNW1	DDX5
25979	SNW1	PABPC1
25980	SNW1	SMAD3
25981	SNW1	SKI
25982	SNW1	PICK1
25983	SNW1	LUC7L3
25984	SNW1	PPM1G
25985	SNW1	HNRNPF
25986	SNW1	PRPF31
25987	SNW1	RB1
25988	SNW1	SF3A1
25989	SNW1	PPIL2
25990	SNW1	PRPF19
25991	SNW1	MSH2
25992	SNW1	SRSF9
25993	SNW1	THOC2
25994	SNW1	EEF1G
25995	SNW1	CPSF6
25996	SNW1	PFKL
25997	SNW1	U2AF2
25998	SNW1	SRSF1
25999	SNW1	THOC3
26000	TADA3	KDM1A
26001	TADA3	KAT2B
26002	TADA3	TADA1
26003	TADA3	MSH2
26004	TADA3	TAF6
26005	TADA3	SUPT7L
26006	TADA3	ATXN7L3
26007	TADA3	TAF2
26008	TADA3	TAF7
26009	TADA3	XRCC6
26010	TADA3	TAF5L
26011	TADA3	MSH6
26012	TADA3	LIMK1
26013	TADA3	MAP3K7
26014	TADA3	USP5
26015	TADA3	ATXN7
26016	TADA3	AR
26017	TADA3	SGF29
26018	TADA3	MBIP
26019	TADA3	TAF6L
26020	TADA3	TRRAP
26021	TADA3	KAT14
26022	TADA3	PIAS4
26023	TADA3	TAF4
26024	TADA3	USP22
26025	TADA3	WDR5
26026	TADA3	SUPT3H
26027	TADA3	TAF10
26028	TADA3	SREBF1
26029	TADA3	HAUS1
26030	TADA3	TAF5
26031	KDM1A	SMAD9
26032	KDM1A	SLU7
26033	KDM1A	RCOR1
26034	KDM1A	FYN
26035	KDM1A	DOK4
26036	KDM1A	PPP1R12A
26037	KDM1A	EED
26038	KDM1A	MTA2
26039	KDM1A	ESCO1
26040	KDM1A	TAF6
26041	KDM1A	ISL1
26042	KDM1A	RPA1
26043	KDM1A	RB1
26044	KDM1A	TIMM50
26045	KDM1A	IKBIP
26046	KDM1A	EPAS1
26047	KDM1A	RASSF1
26048	KDM1A	KMT2A
26049	KDM1A	TSC1
26050	KDM1A	EHMT1
26051	KDM1A	EHMT2
26052	KDM1A	TERF1
26053	KDM1A	SIN3B
26054	KDM1A	TNFAIP1
26055	KDM1A	SNAI1
26056	KDM1A	PPM1D
26057	KDM1A	MYLIP
26058	KDM1A	BRCA2
26059	KDM1A	PKN1
26060	KDM1A	RBBP5
26061	KDM1A	FGF1
26062	KDM1A	RNF168
26063	KDM1A	TAF1
26064	KDM1A	RBPJ
26065	KDM1A	SMARCB1
26066	KDM1A	DNAJA3
26067	KDM1A	CDC23
26068	KDM1A	HAUS6
26069	KDM1A	CTBP1
26070	KDM1A	NDUFS1
26071	KDM1A	NFE2L2
26072	KDM1A	USP28
26073	KDM1A	TP53BP2
26074	KDM1A	MALT1
26075	KDM1A	HDAC11
26076	KDM1A	CRBN
26077	KDM1A	SUMO2
26078	KDM1A	PNKP
26079	KDM1A	HDAC3
26080	KDM1A	HAUS1
26081	KDM1A	HESX1
26082	KDM1A	TRIM28
26083	KDM1A	STAT3
26084	KDM1A	SPRY2
26085	KDM1A	YEATS4
26086	KDM1A	TCF3
26087	KDM1A	NR1H2
26088	KDM1A	TRIM54
26089	KDM1A	BLZF1
26090	KDM1A	CRLF3
26091	KDM1A	NR1H3
26092	KDM1A	TAL1
26093	KDM1A	UBE3C
26094	KDM1A	BAHD1
26095	KDM1A	MBD4
26096	KDM1A	SERGEF
26097	KDM1A	KIFC3
26098	KDM1A	IGFBP4
26099	KDM1A	TP73
26100	KDM1A	KDM5B
26101	KDM1A	PEX7
26102	KDM1A	PSMC3
26103	KDM1A	RBBP4
26104	KDM1A	UCHL5
26105	KDM1A	SNAI2
26106	KDM1A	WDR5
26107	KDM1A	DYNLT1
26108	KDM1A	SMARCC1
26109	KDM1A	PFDN5
26110	KDM1A	OTUB1
26111	KDM1A	CARD10
26112	KDM1A	MBD2
26113	KDM1A	AR
26114	JAK2	SLC2A1
26115	JAK2	RCN1
26116	JAK2	AGTR1
26117	JAK2	PTPN12
26118	JAK2	FGFR1
26119	JAK2	MDK
26120	JAK2	PTK2B
26121	JAK2	PAK1
26122	JAK2	MAPK1
26123	JAK2	SKP2
26124	JAK2	STAT6
26125	JAK2	IL6ST
26126	JAK2	ERBB3
26127	JAK2	YES1
26128	JAK2	HES1
26129	JAK2	SH2B1
26130	JAK2	ERBB2
26131	JAK2	SIRPA
26132	JAK2	DNAJA3
26133	JAK2	TRAF6
26134	JAK2	NFKBIA
26135	JAK2	GAB2
26136	JAK2	CDKN1B
26137	JAK2	HTR2A
26138	JAK2	PPIA
26139	JAK2	MST1R
26140	JAK2	UBP1
26141	JAK2	EMD
26142	JAK2	MAPK3
26143	JAK2	HSP90AB1
26144	JAK2	TNFRSF1A
26145	JAK2	GHR
26146	JAK2	MAP3K5
26147	JAK2	SOCS1
26148	JAK2	PTPN1
26149	JAK2	SHC1
26150	JAK2	NCK1
26151	JAK2	EPOR
26152	JAK2	VHL
26153	JAK2	PTPN11
26154	JAK2	PPP2R5A
26155	JAK2	EGFR
26156	JAK2	PPP2CA
26157	JAK2	ELP2
26158	JAK2	FYN
26159	JAK2	JAK3
26160	JAK2	STAT5A
26161	JAK2	STAT3
26162	JAK2	STAT5B
26163	JAK2	PTPA
26164	JAK2	PTAFR
26165	JAK2	IRS1
26166	CDK5RAP2	KAT5
26167	CDK5RAP2	STK36
26168	CDK5RAP2	MAPRE1
26169	CDK5RAP2	PRKAR2B
26170	CDK5RAP2	PCNT
26171	CDK5RAP2	SUZ12
26172	CDK5RAP2	CEP192
26173	CDK5RAP2	MLF1
26174	CDK5RAP2	CEP68
26175	CDK5RAP2	CEP152
26176	CDK5RAP2	TUBG1
26177	CDK5RAP2	ABCA2
26178	CDK5RAP2	PRPS1
26179	CDK5RAP2	EEF1G
26180	KAT5	NBN
26181	KAT5	STAT3
26182	KAT5	ZNF24
26183	KAT5	ATM
26184	KAT5	ING3
26185	KAT5	FANCD2
26186	KAT5	BRD8
26187	KAT5	POLR3F
26188	KAT5	ALX1
26189	KAT5	NDUFV2
26190	KAT5	ATF2
26191	KAT5	ALOX12
26192	KAT5	PICK1
26193	KAT5	EFNA1
26194	KAT5	ARIH2
26195	KAT5	ODC1
26196	KAT5	TRRAP
26197	KAT5	SRF
26198	KAT5	E2F4
26199	KAT5	PML
26200	KAT5	LMNA
26201	KAT5	MCC
26202	KAT5	RRM1
26203	KAT5	BLZF1
26204	KAT5	TRIM23
26205	KAT5	UBTF
26206	KAT5	SOX5
26207	KAT5	HDAC3
26208	KAT5	KPNA4
26209	KAT5	LRP1
26210	KAT5	TNK2
26211	KAT5	HDAC7
26212	KAT5	APLP2
26213	KAT5	DMAP1
26214	KAT5	MAP3K1
26215	KAT5	RUVBL2
26216	KAT5	KPNA6
26217	KAT5	SUMO1
26218	KAT5	JADE1
26219	KAT5	EP400
26220	KAT5	APBB1
26221	KAT5	ZNF513
26222	KAT5	ACTA1
26223	KAT5	VHL
26224	KAT5	EDNRA
26225	KAT5	TRIM68
26226	KAT5	RRM2
26227	KAT5	NR3C1
26228	KAT5	AR
26229	KAT5	ATXN1
26230	KAT5	CCNB1
26231	KAT5	MAPRE1
26232	KAT5	PRKCE
26233	KAT5	YEATS4
26234	KAT5	EPC1
26235	KAT5	PTPN4
26236	KAT5	VPS72
26237	KAT5	PTPRS
26238	KAT5	CDC42
26239	KAT5	CREBBP
26240	KAT5	RBPJ
26241	KAT5	RB1
26242	KAT5	TP73
26243	KAT5	RCHY1
26244	UBE2E1	RNF13
26245	UBE2E1	ARIH2
26246	UBE2E1	OTUB1
26247	UBE2E1	TRIM23
26248	UBE2E1	MAP3K1
26249	UBE2E1	STUB1
26250	UBE2E1	UBE3A
26251	UBE2E1	RNF4
26252	UBE2E1	MUL1
26253	UBE2E1	RNF11
26254	UBE2E1	XIAP
26255	UBE2E1	RNF168
26256	UBE2E1	DTX3
26257	UBE2E1	PBX2
26258	UBE2E1	TRIM33
26259	UBE2E1	RLIM
26260	UBE2E1	UBE2G1
26261	UBE2E1	RNF130
26262	UBE2E1	TRIM28
26263	UBE2E1	TRIM11
26264	UBE2E1	MID1
26265	UBE2E1	TRIM32
26266	UBE2E1	TRIM38
26267	UBE2E1	NHLRC1
26268	UBE2E1	RFWD3
26269	UBE2E1	JADE1
26270	UBE2E1	CTR9
26271	UBE2E1	RNF40
26272	UBE2E1	PAF1
26273	UBE2E1	RNF167
26274	UBE2E1	RNF103
26275	UBE2E1	LRSAM1
26276	UBE2E1	RING1
26277	UBE2E1	ITCH
26278	UBE2E1	UFL1
26279	UBE2E1	TOPORS
26280	UBE2E1	POLL
26281	UBE2E1	DTX1
26282	UBE2E1	ATXN1
26283	UBE2E1	TRAF6
26284	UBE2E1	USP8
26285	UBE2E1	CADPS2
26286	UBE2E1	RNF14
26287	UBE2E1	LEO1
26288	UBE2E1	DZIP3
26289	RNF13	NES
26290	RNF13	UBE2D1
26291	RNF13	AP3D1
26292	RNF13	ERN1
26293	RNF13	STAT5A
26294	RNF13	UBE2D4
26295	RNF13	UBE2E3
26296	RNF13	STX12
26297	RNF13	UBE2N
26298	RNF13	NR2F1
26299	RNF13	UBE2D3
26300	RNF13	NR2F2
26301	SUPT5H	PCM1
26302	SUPT5H	SUPT4H1
26303	SUPT5H	EEF1D
26304	SUPT5H	SIK1
26305	SUPT5H	MNAT1
26306	SUPT5H	DOK4
26307	SUPT5H	CCNH
26308	SUPT5H	TERF1
26309	SUPT5H	MED14
26310	SUPT5H	PRMT1
26311	SUPT5H	CDC73
26312	SUPT5H	MAML3
26313	SUPT5H	JADE1
26314	SUPT5H	PAF1
26315	SUPT5H	ZFYVE9
26316	SUPT5H	FN1
26317	SUPT5H	SAMHD1
26318	SUPT5H	HNRNPK
26319	SUPT5H	PPIA
26320	SUPT5H	CDK7
26321	SUPT5H	LEO1
26322	SUPT5H	SAP30BP
26323	SUPT5H	LMNA
26324	SUPT5H	MSH6
26325	SUPT5H	SF1
26326	SUPT5H	SETX
26327	SUPT5H	SMC3
26328	SUPT5H	NENF
26329	SUPT5H	DBN1
26330	SUPT5H	SWAP70
26331	SUPT5H	FAN1
26332	SUPT5H	XRCC6
26333	SUPT5H	SET
26334	SUPT5H	SSBP3
26335	SUPT5H	MSH2
26336	SUPT5H	PLOD2
26337	SUPT5H	NOLC1
26338	SUPT5H	TAF6
26339	SUPT5H	CTR9
26340	LUC7L3	THOC1
26341	LUC7L3	SUZ12
26342	LUC7L3	DDX5
26343	LUC7L3	SLU7
26344	LUC7L3	PRPF19
26345	LUC7L3	EED
26346	LUC7L3	RBM15
26347	LUC7L3	SRSF6
26348	LUC7L3	NCBP2
26349	LUC7L3	VTN
26350	LUC7L3	SRRT
26351	LUC7L3	PRPF6
26352	LUC7L3	DDX39B
26353	LUC7L3	SART1
26354	LUC7L3	ACIN1
26355	LUC7L3	THOC3
26356	LUC7L3	PTPN11
26357	LUC7L3	CLK1
26358	LUC7L3	DHX38
26359	LUC7L3	NCBP1
26360	LUC7L3	JUN
26361	LUC7L3	SF1
26362	LUC7L3	PPIL2
26363	LUC7L3	THOC2
26364	LUC7L3	SRSF9
26365	LUC7L3	CPSF6
26366	LUC7L3	NLRP3
26367	LUC7L3	PABPC1
26368	LUC7L3	THOC5
26369	LUC7L3	RCC1
26370	LUC7L3	PPM1G
26371	LUC7L3	XAB2
26372	LUC7L3	PRPF31
26373	LUC7L3	U2AF2
26374	LUC7L3	SRSF1
26375	LUC7L3	THOC7
26376	LUC7L3	TRMT112
26377	LUC7L3	SNRNP70
26378	LUC7L3	SF3A1
26379	LUC7L3	SNRNP200
26380	LUC7L3	RBM25
26381	LUC7L3	NABP2
26382	MAPK13	MAP3K4
26383	MAPK13	STMN1
26384	MAPK13	TFG
26385	MAPK13	EEF1D
26386	MAPK13	RPS3
26387	MAPK13	HSP90B1
26388	MAPK13	ETS1
26389	MAPK13	YBX1
26390	MAPK13	SMAD4
26391	MAPK13	DDX1
26392	MAPK13	CEBPB
26393	MAPK13	PRDX6
26394	MAPK13	PPARGC1A
26395	MAPK13	ATF2
26396	MAPK13	NR3C1
26397	MAPK13	PABPC1
26398	MAPK13	SFPQ
26399	MAPK13	CCT5
26400	MAPK13	MAPKAPK2
26401	MAPK13	PRKD1
26402	MAPK13	SNTA1
26403	MAPK13	CCNB1
26404	MAPK13	CDKN1A
26405	MAPK13	CCND3
26406	MAPK13	PARP1
26407	MAPK13	NASP
26408	MAPK13	SQSTM1
26409	MAPK13	MAPK8IP2
26410	MAPK13	PGAM1
26411	MAPK13	HSF1
26412	MAPK13	DDIT3
26413	MAPK13	HNRNPK
26414	MAPK13	RCAN1
26415	MAPK13	MAP2K6
26416	MAPK13	MYLK
26417	MAPK13	GFM1
26418	MAPK13	IRS1
26419	MAPK13	HTRA2
26420	MAPK13	XRCC6
26421	MAPK13	RPS14
26422	MAPK13	SPAG16
26423	MAPK13	FOS
26424	MAPK13	TCF3
26425	ARRB2	TUBB3
26426	ARRB2	PAK5
26427	ARRB2	MAPK1
26428	ARRB2	PPP2R1A
26429	ARRB2	HSP90AB1
26430	ARRB2	MAP3K1
26431	ARRB2	YWHAE
26432	ARRB2	STUB1
26433	ARRB2	CFL1
26434	ARRB2	NDUFS7
26435	ARRB2	MOB1A
26436	ARRB2	CALM2
26437	ARRB2	HSPA1B
26438	ARRB2	RPS13
26439	ARRB2	PRMT1
26440	ARRB2	NFKBIA
26441	ARRB2	PPIA
26442	ARRB2	LEO1
26443	ARRB2	ARF6
26444	ARRB2	CDK7
26445	ARRB2	GSN
26446	ARRB2	YBX3
26447	ARRB2	PIK3C2A
26448	ARRB2	TRIM28
26449	ARRB2	PES1
26450	ARRB2	ARHGEF11
26451	ARRB2	AKT1
26452	ARRB2	IKBKB
26453	ARRB2	HIPK3
26454	ARRB2	XRCC6
26455	ARRB2	RPS19
26456	ARRB2	SPTBN1
26457	ARRB2	HTR2A
26458	ARRB2	THRAP3
26459	ARRB2	CLIC1
26460	ARRB2	AP3B1
26461	ARRB2	USP33
26462	ARRB2	RPA1
26463	ARRB2	CDC42
26464	ARRB2	ARRB1
26465	ARRB2	CTNND1
26466	ARRB2	AKT2
26467	ARRB2	PPP1R12A
26468	ARRB2	PTAFR
26469	ARRB2	CDK13
26470	ARRB2	HNRNPK
26471	ARRB2	EGFR
26472	ARRB2	MAP3K14
26473	ARRB2	DBN1
26474	ARRB2	AIP
26475	ARRB2	TAB2
26476	ARRB2	EDNRA
26477	ARRB2	KPNA4
26478	ARRB2	CHUK
26479	ARRB2	SFPQ
26480	ARRB2	SDHA
26481	ARRB2	RPS6
26482	ARRB2	NAA10
26483	ARRB2	AGTR1
26484	ARRB2	PTBP1
26485	ARRB2	RALGDS
26486	ARRB2	RAB5C
26487	ARRB2	DYNC1H1
26488	ARRB2	MYOCD
26489	ARRB2	SCYL2
26490	ARRB2	TRPV4
26491	ARRB2	ITCH
26492	ARRB2	SENP1
26493	ARRB2	HNRNPF
26494	ARRB2	AVPR2
26495	ARRB2	DVL2
26496	ARRB2	PABPC1
26497	ARRB2	IGF2BP1
26498	ARRB2	RPS3
26499	ARRB2	DDX1
26500	ARRB2	TRAF6
26501	ARRB2	NPHS1
26502	ARRB2	CALM3
26503	ARRB2	MYH10
26504	ARRB2	NOLC1
26505	ARRB2	MAPK9
26506	ARRB2	LIMK1
26507	ARRB2	FZD4
26508	ARRB2	HNRNPM
26509	ARRB2	MAP3K5
26510	ARRB2	VIM
26511	ARRB2	DDX5
26512	ARRB2	COPRS
26513	ARRB2	CTNNA1
26514	ARRB2	AP3D1
26515	ARRB2	YBX1
26516	ARRB2	MAPK3
26517	ARRB2	MAP3K7
26518	ARRB2	PTPA
26519	PPM1G	STMN1
26520	PPM1G	TERF1
26521	PPM1G	DDX39B
26522	PPM1G	SLX4
26523	PPM1G	PRPF6
26524	PPM1G	SF1
26525	PPM1G	RPS6KB2
26526	PPM1G	SART1
26527	PPM1G	PRPF31
26528	PPM1G	SF3A1
26529	PPM1G	RBM15
26530	PPM1G	SRSF9
26531	PPM1G	PTK7
26532	PPM1G	THOC2
26533	PPM1G	THOC1
26534	PPM1G	NCBP2
26535	PPM1G	PAWR
26536	PPM1G	SNRNP200
26537	PPM1G	YEATS4
26538	PPM1G	THOC3
26539	PPM1G	PSMA1
26540	PPM1G	SNRNP70
26541	PPM1G	S100P
26542	PPM1G	PRPF19
26543	PPM1G	SULT1A1
26544	PPM1G	HSPA4
26545	PPM1G	YBX1
26546	PPM1G	DHX38
26547	PPM1G	CPSF6
26548	PPM1G	SPHK1
26549	PPM1G	NCBP1
26550	PPM1G	BAP1
26551	PPM1G	IPO7
26552	PPM1G	THOC7
26553	PPM1G	RBM25
26554	PPM1G	XAB2
26555	PPM1G	SRSF6
26556	PPM1G	DDX5
26557	PPM1G	PPIL2
26558	PPM1G	JMJD6
26559	PPM1G	LMNA
26560	PPM1G	XPO7
26561	PPM1G	TFEB
26562	PPM1G	U2AF2
26563	PPM1G	SRRT
26564	PPM1G	SLU7
26565	PPM1G	PKN1
26566	PPM1G	TRAF6
26567	PPM1G	TERF2IP
26568	PPM1G	STAT6
26569	PPM1G	FAF1
26570	PPM1G	SRSF1
26571	PPM1G	PABPC1
26572	PPM1G	THOC5
26573	PPM1G	ACIN1
26574	STMN1	RLIM
26575	STMN1	MYO1E
26576	STMN1	UHMK1
26577	STMN1	PODXL
26578	STMN1	PAK1
26579	STMN1	SIVA1
26580	STMN1	S100A16
26581	STMN1	VHL
26582	STMN1	TYMS
26583	STMN1	TPM2
26584	STMN1	HSPA9
26585	STMN1	CDC42
26586	STMN1	TRIM28
26587	STMN1	EEF1D
26588	STMN1	MAPK9
26589	STMN1	MAPK8
26590	STMN1	MAPK3
26591	STMN1	FN1
26592	STMN1	MAPK7
26593	STMN1	HUWE1
26594	STMN1	CDK7
26595	STMN1	SESTD1
26596	STMN1	CDKN1B
26597	STMN1	CAMK2G
26598	STMN1	GLP1R
26599	STMN1	BAG3
26600	STMN1	MAPK1
26601	STMN1	STAT3
26602	STMN1	UBQLN1
26603	STMN1	NF1
26604	TPM1	HSP90B1
26605	TPM1	TPM4
26606	TPM1	TFPT
26607	TPM1	THOC2
26608	TPM1	SP1
26609	TPM1	CROCC
26610	TPM1	ATF2
26611	TPM1	RBPJ
26612	TPM1	PKD2
26613	TPM1	CDC37
26614	TPM1	PPP4R2
26615	TPM1	SULT1A1
26616	TPM1	RBM15
26617	TPM1	KLHL21
26618	TPM1	PIK3CA
26619	TPM1	JUND
26620	TPM1	DBN1
26621	TPM1	STUB1
26622	TPM1	ACTN4
26623	TPM1	RPS3
26624	TPM1	PPP1CB
26625	TPM1	ACTA1
26626	TPM1	EGFR
26627	TPM1	SPTBN1
26628	TPM1	ACTA2
26629	TPM1	LRRK2
26630	TPM1	JUN
26631	TPM1	BLOC1S6
26632	TPM1	ABI2
26633	TPM1	TPM2
26634	TPM1	THOC1
26635	MAPK8	SHC1
26636	MAPK8	VRK2
26637	MAPK8	HNRNPK
26638	MAPK8	HSF1
26639	MAPK8	JUN
26640	MAPK8	SP1
26641	MAPK8	MAPK8IP1
26642	MAPK8	RPTOR
26643	MAPK8	DUSP22
26644	MAPK8	ANXA7
26645	MAPK8	SNCG
26646	MAPK8	JUNB
26647	MAPK8	MAPK3
26648	MAPK8	HSF4
26649	MAPK8	SF1
26650	MAPK8	EGFR
26651	MAPK8	FZR1
26652	MAPK8	TNFRSF10B
26653	MAPK8	CCNB1
26654	MAPK8	APBB1
26655	MAPK8	HSD17B4
26656	MAPK8	IL27RA
26657	MAPK8	AR
26658	MAPK8	PRKD1
26659	MAPK8	PAX2
26660	MAPK8	MAPK9
26661	MAPK8	STAT3
26662	MAPK8	HDAC9
26663	MAPK8	MAPK8IP3
26664	MAPK8	FOXO4
26665	MAPK8	CDKN1B
26666	MAPK8	RBM15
26667	MAPK8	FOS
26668	MAPK8	BAD
26669	MAPK8	BMPR2
26670	MAPK8	MYLK
26671	MAPK8	FHOD1
26672	MAPK8	TCF3
26673	MAPK8	NR3C1
26674	MAPK8	ITCH
26675	MAPK8	GSTP1
26676	MAPK8	MAP3K4
26677	MAPK8	TNFRSF1A
26678	MAPK8	FADD
26679	MAPK8	MAPKBP1
26680	MAPK8	BCL2L11
26681	MAPK8	MAPKAPK2
26682	MAPK8	SPAG9
26683	MAPK8	CDKN2C
26684	MAPK8	SUN2
26685	MAPK8	APLP2
26686	MAPK8	AKT1
26687	MAPK8	XRCC6
26688	MAPK8	IRS1
26689	MAPK8	SMAD3
26690	MAPK8	MCL1
26691	MAPK8	RHOA
26692	MAPK8	ITSN1
26693	MAPK8	RET
26694	MAPK8	DUSP16
26695	MAPK8	AIMP1
26696	MAPK8	CDC42
26697	MAPK8	RB1
26698	MAPK8	MTOR
26699	MAPK8	MAP3K7
26700	MAPK8	SNTA1
26701	MAPK8	CDKN1A
26702	MAPK8	BID
26703	MAPK8	ETS1
26704	MAPK8	PIAS2
26705	MAPK8	BCAR1
26706	MAPK8	JUND
26707	MAPK8	MAPK8IP2
26708	MAPK8	MSN
26709	MAPK8	CASP3
26710	MAPK8	MAP3K1
26711	MAPK8	CEBPB
26712	MAPK8	ATF2
26713	MAPK8	RPS6KB1
26714	MAPK8	DUSP10
26715	MAPK8	NFATC3
26716	MAPK8	DUSP7
26717	MAPK8	CTBP1
26718	MAPK8	NFE2L2
26719	MAPK8	RCAN1
26720	MAPK8	MAP2K7
26721	MAPK8	RAD18
26722	MAPK8	TRAF2
26723	MAPK8	PDPK1
26724	MAPK8	MAPK1
26725	SHC1	TPR
26726	SHC1	INPP5D
26727	SHC1	RPS19
26728	SHC1	PIK3C2B
26729	SHC1	ITGA6
26730	SHC1	MAPK1
26731	SHC1	PPP2R5A
26732	SHC1	NTRK2
26733	SHC1	RAPGEF1
26734	SHC1	SOS1
26735	SHC1	STAT5A
26736	SHC1	IL2
26737	SHC1	MAPKAPK2
26738	SHC1	EGFR
26739	SHC1	LGALS3
26740	SHC1	STAT5B
26741	SHC1	GAB2
26742	SHC1	PRKCD
26743	SHC1	SOS2
26744	SHC1	LRP1
26745	SHC1	FLT4
26746	SHC1	TUBB3
26747	SHC1	FYN
26748	SHC1	ERBB2
26749	SHC1	CRKL
26750	SHC1	PTPN2
26751	SHC1	CD81
26752	SHC1	RUVBL2
26753	SHC1	SPTBN1
26754	SHC1	PRDX1
26755	SHC1	MYH10
26756	SHC1	PEAR1
26757	SHC1	PIK3R2
26758	SHC1	CALCOCO2
26759	SHC1	ARAP1
26760	SHC1	ACTN4
26761	SHC1	CLIC4
26762	SHC1	HIF1A
26763	SHC1	DDR2
26764	SHC1	SP1
26765	SHC1	EPOR
26766	SHC1	KDR
26767	SHC1	PTPN11
26768	SHC1	PLPP3
26769	SHC1	KRT9
26770	SHC1	USP9X
26771	SHC1	FLT1
26772	SHC1	PRKRA
26773	SHC1	HSPA9
26774	SHC1	PTPN12
26775	SHC1	DNAJA1
26776	SHC1	DDB1
26777	SHC1	IL6ST
26778	SHC1	PTK2B
26779	SHC1	STXBP1
26780	SHC1	BRSK1
26781	SHC1	RET
26782	SHC1	MYH14
26783	SHC1	KRT2
26784	SHC1	DDX5
26785	SHC1	EPHA2
26786	SHC1	HSP90AB1
26787	SHC1	GHR
26788	SHC1	TEK
26789	SHC1	SYK
26790	SHC1	ITGB4
26791	SHC1	KRT18
26792	SHC1	KRT1
26793	SHC1	MST1R
26794	SHC1	VAV3
26795	SHC1	NGFR
26796	SHC1	DNM2
26797	SHC1	FGFR1
26798	SHC1	HMOX2
26799	SHC1	HSPA1B
26800	SHC1	KRT10
26801	SHC1	ERBB3
26802	SHC1	TIMM50
26803	SHC1	MAPK9
26804	SHC1	ACTA1
26805	SHC1	CBLC
26806	SHC1	IRS1
26807	SHC1	ILK
26808	SHC1	EPS8
26809	PHF5A	TRAP1
26810	PHF5A	SF3A1
26811	PHF5A	SUZ12
26812	PHF5A	SUMO2
26813	PHF5A	PPP3CB
26814	PHF5A	IGF2BP1
26815	PHF5A	HNRNPF
26816	PHF5A	U2AF2
26817	PHF5A	RPS6
26818	PHF5A	YBX1
26819	PHF5A	NRG1
26820	PHF5A	SRSF1
26821	PHF5A	RBM25
26822	PHF5A	PHB2
26823	PHF5A	RPS3
26824	PHF5A	DDX42
26825	PHF5A	SFPQ
26826	PHF5A	PRPF31
26827	PHF5A	SNRPF
26828	PHF5A	PABPC1
26829	VRK2	LMNA
26830	VRK2	MAPK8IP1
26831	VRK2	TMEM67
26832	VRK2	MAP2K7
26833	VRK2	MAPK8IP2
26834	VRK2	CDC42
26835	VRK2	ILK
26836	VRK2	MAP3K7
26837	HTT	ITCH
26838	HTT	RAB11A
26839	HTT	XRCC6
26840	HTT	MAP3K10
26841	HTT	UBE2K
26842	HTT	ITPR1
26843	HTT	SH3GLB1
26844	HTT	TUBG1
26845	HTT	MTSS1
26846	HTT	PPP2CA
26847	HTT	TFAP2A
26848	HTT	MID1
26849	HTT	HUWE1
26850	HTT	CREBBP
26851	HTT	SP1
26852	HTT	NBR1
26853	HTT	TPR
26854	HTT	BAG3
26855	HTT	USP8
26856	HTT	IKBKB
26857	HTT	SUMO1
26858	HTT	DLG4
26859	HTT	USP14
26860	HTT	MBD4
26861	HTT	NCOR1
26862	HTT	CASP3
26863	HTT	PIAS4
26864	HTT	RAB8A
26865	HTT	KAT2B
26866	HTT	PML
26867	HTT	HSP90AB1
26868	HTT	RPS6KB1
26869	HTT	ULK1
26870	HTT	SQSTM1
26871	HTT	RAPGEF2
26872	HTT	TRAF6
26873	HTT	RFXANK
26874	HTT	UBQLN1
26875	HTT	SGK2
26876	HTT	MORC3
26877	HTT	DUSP10
26878	HTT	DYNC1H1
26879	HTT	SETD2
26880	HTT	TGM2
26881	HTT	PFN2
26882	HTT	EVL
26883	HTT	PIAS1
26884	HTT	AKT2
26885	HTT	ATG5
26886	HTT	SYVN1
26887	HTT	OPTN
26888	HTT	AGO2
26889	HTT	LLGL1
26890	HTT	DNAJA1
26891	HTT	CTBP1
26892	HTT	EGFR
26893	HTT	AMFR
26894	HTT	TAF4
26895	HTT	HIP1
26896	HTT	CHUK
26897	HTT	MAPK3
